Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Christian McCaffrey (15355592),Christian McCaffrey,15355592,RB/FLEX,10000,CAR@TB 09/20/2020 01:00PM ET,CAR,28.5
RB,Saquon Barkley (15355594),Saquon Barkley,15355594,RB/FLEX,8400,NYG@CHI 09/20/2020 01:00PM ET,NYG,12.6
RB,Ezekiel Elliott (15355596),Ezekiel Elliott,15355596,RB/FLEX,8200,ATL@DAL 09/20/2020 01:00PM ET,DAL,27.7
QB,Lamar Jackson (15355524),Lamar Jackson,15355524,QB,8200,BAL@HOU 09/20/2020 04:25PM ET,BAL,27.5
WR,Davante Adams (15355828),Davante Adams,15355828,WR/FLEX,8100,DET@GB 09/20/2020 01:00PM ET,GB,44.6
RB,Derrick Henry (15355598),Derrick Henry,15355598,RB/FLEX,7900,JAX@TEN 09/20/2020 01:00PM ET,TEN,19.1
WR,DeAndre Hopkins (15355830),DeAndre Hopkins,15355830,WR/FLEX,7700,WAS@ARI 09/20/2020 04:05PM ET,ARI,32.1
QB,Patrick Mahomes (15355525),Patrick Mahomes,15355525,QB,7700,KC@LAC 09/20/2020 04:25PM ET,KC,20.44
RB,Dalvin Cook (15355600),Dalvin Cook,15355600,RB/FLEX,7600,MIN@IND 09/20/2020 01:00PM ET,MIN,21.8
WR,Tyreek Hill (15355832),Tyreek Hill,15355832,WR/FLEX,7500,KC@LAC 09/20/2020 04:25PM ET,KC,15.6
WR,Julio Jones (15355834),Julio Jones,15355834,WR/FLEX,7400,ATL@DAL 09/20/2020 01:00PM ET,ATL,27.7
RB,Clyde Edwards-Helaire (15355602),Clyde Edwards-Helaire,15355602,RB/FLEX,7400,KC@LAC 09/20/2020 04:25PM ET,KC,22.8
WR,Adam Thielen (15355836),Adam Thielen,15355836,WR/FLEX,7200,MIN@IND 09/20/2020 01:00PM ET,MIN,34
RB,Aaron Jones (15355604),Aaron Jones,15355604,RB/FLEX,7100,DET@GB 09/20/2020 01:00PM ET,GB,17.6
WR,Chris Godwin (15355838),Chris Godwin,15355838,WR/FLEX,7000,CAR@TB 09/20/2020 01:00PM ET,TB,13.9
TE,Travis Kelce (15356178),Travis Kelce,15356178,TE/FLEX,7000,KC@LAC 09/20/2020 04:25PM ET,KC,17
QB,Aaron Rodgers (15355526),Aaron Rodgers,15355526,QB,6900,DET@GB 09/20/2020 01:00PM ET,GB,33.76
RB,James Conner (15355606),James Conner,15355606,RB/FLEX,6800,DEN@PIT 09/20/2020 01:00PM ET,PIT,3.7
QB,Dak Prescott (15355527),Dak Prescott,15355527,QB,6800,ATL@DAL 09/20/2020 01:00PM ET,DAL,17.64
WR,Calvin Ridley (15355840),Calvin Ridley,15355840,WR/FLEX,6800,ATL@DAL 09/20/2020 01:00PM ET,ATL,36.9
TE,George Kittle (15356180),George Kittle,15356180,TE/FLEX,6700,SF@NYJ 09/20/2020 01:00PM ET,SF,9.3
WR,Cooper Kupp (15355842),Cooper Kupp,15355842,WR/FLEX,6700,LAR@PHI 09/20/2020 01:00PM ET,LAR,8
QB,Josh Allen (15355528),Josh Allen,15355528,QB,6700,BUF@MIA 09/20/2020 01:00PM ET,BUF,33.18
QB,Matt Ryan (15355529),Matt Ryan,15355529,QB,6600,ATL@DAL 09/20/2020 01:00PM ET,ATL,27.9
QB,Tom Brady (15355530),Tom Brady,15355530,QB,6500,CAR@TB 09/20/2020 01:00PM ET,TB,22.46
WR,JuJu Smith-Schuster (15355846),JuJu Smith-Schuster,15355846,WR/FLEX,6500,DEN@PIT 09/20/2020 01:00PM ET,PIT,24.9
WR,Stefon Diggs (15355844),Stefon Diggs,15355844,WR/FLEX,6500,BUF@MIA 09/20/2020 01:00PM ET,BUF,16.6
RB,Austin Ekeler (15355608),Austin Ekeler,15355608,RB/FLEX,6500,KC@LAC 09/20/2020 04:25PM ET,LAC,9.7
RB,Raheem Mostert (15355610),Raheem Mostert,15355610,RB/FLEX,6400,SF@NYJ 09/20/2020 01:00PM ET,SF,25.1
WR,Allen Robinson II (15355850),Allen Robinson II,15355850,WR/FLEX,6400,NYG@CHI 09/20/2020 01:00PM ET,CHI,12.3
WR,Robert Woods (15355852),Robert Woods,15355852,WR/FLEX,6400,LAR@PHI 09/20/2020 01:00PM ET,LAR,20.9
WR,Mike Evans (15355848),Mike Evans,15355848,WR/FLEX,6400,CAR@TB 09/20/2020 01:00PM ET,TB,7.2
QB,Deshaun Watson (15355531),Deshaun Watson,15355531,QB,6400,BAL@HOU 09/20/2020 04:25PM ET,HOU,21.82
WR,DJ Moore (15355856),DJ Moore,15355856,WR/FLEX,6300,CAR@TB 09/20/2020 01:00PM ET,CAR,9.4
QB,Ben Roethlisberger (15355532),Ben Roethlisberger,15355532,QB,6300,DEN@PIT 09/20/2020 01:00PM ET,PIT,22.06
WR,Amari Cooper (15355854),Amari Cooper,15355854,WR/FLEX,6300,ATL@DAL 09/20/2020 01:00PM ET,DAL,18.1
WR,Will Fuller V (15355858),Will Fuller V,15355858,WR/FLEX,6300,BAL@HOU 09/20/2020 04:25PM ET,HOU,22.2
TE,Mark Andrews (15356182),Mark Andrews,15356182,TE/FLEX,6300,BAL@HOU 09/20/2020 04:25PM ET,BAL,22.8
QB,Matthew Stafford (15355533),Matthew Stafford,15355533,QB,6200,DET@GB 09/20/2020 01:00PM ET,DET,17.18
WR,Kenny Golladay (15355860),Kenny Golladay,15355860,WR/FLEX,6200,DET@GB 09/20/2020 01:00PM ET,DET,0
WR,Marquise Brown (15355862),Marquise Brown,15355862,WR/FLEX,6200,BAL@HOU 09/20/2020 04:25PM ET,BAL,18.1
WR,A.J. Brown (15355864),A.J. Brown,15355864,WR/FLEX,6100,JAX@TEN 09/20/2020 01:00PM ET,TEN,8.9
RB,Todd Gurley II (15355612),Todd Gurley II,15355612,RB/FLEX,6100,ATL@DAL 09/20/2020 01:00PM ET,ATL,13.7
QB,Kyler Murray (15355534),Kyler Murray,15355534,QB,6100,WAS@ARI 09/20/2020 04:05PM ET,ARI,27.3
QB,Carson Wentz (15355535),Carson Wentz,15355535,QB,6000,LAR@PHI 09/20/2020 01:00PM ET,PHI,16
RB,Miles Sanders (15355614),Miles Sanders,15355614,RB/FLEX,6000,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
WR,DJ Chark Jr. (15355866),DJ Chark Jr.,15355866,WR/FLEX,6000,JAX@TEN 09/20/2020 01:00PM ET,JAX,11.5
WR,Courtland Sutton (15355868),Courtland Sutton,15355868,WR/FLEX,6000,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
WR,John Brown (15355870),John Brown,15355870,WR/FLEX,6000,BUF@MIA 09/20/2020 01:00PM ET,BUF,19
QB,Ryan Tannehill (15355538),Ryan Tannehill,15355538,QB,5900,JAX@TEN 09/20/2020 01:00PM ET,TEN,19.36
QB,Kirk Cousins (15355536),Kirk Cousins,15355536,QB,5900,MIN@IND 09/20/2020 01:00PM ET,MIN,22.76
QB,Philip Rivers (15355537),Philip Rivers,15355537,QB,5900,MIN@IND 09/20/2020 01:00PM ET,IND,19.82
WR,DeVante Parker (15355872),DeVante Parker,15355872,WR/FLEX,5900,BUF@MIA 09/20/2020 01:00PM ET,MIA,8.7
RB,Kenyan Drake (15355616),Kenyan Drake,15355616,RB/FLEX,5900,WAS@ARI 09/20/2020 04:05PM ET,ARI,14.5
WR,Terry McLaurin (15355874),Terry McLaurin,15355874,WR/FLEX,5900,WAS@ARI 09/20/2020 04:05PM ET,WAS,11.1
QB,Daniel Jones (15355542),Daniel Jones,15355542,QB,5800,NYG@CHI 09/20/2020 01:00PM ET,NYG,19.36
QB,Jared Goff (15355541),Jared Goff,15355541,QB,5800,LAR@PHI 09/20/2020 01:00PM ET,LAR,11.5
QB,Gardner Minshew II (15355540),Gardner Minshew II,15355540,QB,5800,JAX@TEN 09/20/2020 01:00PM ET,JAX,20.82
QB,Teddy Bridgewater (15355539),Teddy Bridgewater,15355539,QB,5800,CAR@TB 09/20/2020 01:00PM ET,CAR,19.36
RB,David Johnson (15355618),David Johnson,15355618,RB/FLEX,5800,BAL@HOU 09/20/2020 04:25PM ET,HOU,19.9
WR,Marvin Jones Jr. (15355880),Marvin Jones Jr.,15355880,WR/FLEX,5700,DET@GB 09/20/2020 01:00PM ET,DET,9.5
QB,Jimmy Garoppolo (15355543),Jimmy Garoppolo,15355543,QB,5700,SF@NYJ 09/20/2020 01:00PM ET,SF,19.26
RB,Malcolm Brown (15355622),Malcolm Brown,15355622,RB/FLEX,5700,LAR@PHI 09/20/2020 01:00PM ET,LAR,26
RB,Jonathan Taylor (15355620),Jonathan Taylor,15355620,RB/FLEX,5700,MIN@IND 09/20/2020 01:00PM ET,IND,14.9
WR,T.Y. Hilton (15355876),T.Y. Hilton,15355876,WR/FLEX,5700,MIN@IND 09/20/2020 01:00PM ET,IND,9.3
WR,Keenan Allen (15355878),Keenan Allen,15355878,WR/FLEX,5700,KC@LAC 09/20/2020 04:25PM ET,LAC,7.7
RB,David Montgomery (15355624),David Montgomery,15355624,RB/FLEX,5600,NYG@CHI 09/20/2020 01:00PM ET,CHI,8.4
TE,Zach Ertz (15356184),Zach Ertz,15356184,TE/FLEX,5600,LAR@PHI 09/20/2020 01:00PM ET,PHI,10.8
WR,Michael Gallup (15355882),Michael Gallup,15355882,WR/FLEX,5600,ATL@DAL 09/20/2020 01:00PM ET,DAL,8
QB,Mitchell Trubisky (15355544),Mitchell Trubisky,15355544,QB,5500,NYG@CHI 09/20/2020 01:00PM ET,CHI,24.28
WR,Sterling Shepard (15355884),Sterling Shepard,15355884,WR/FLEX,5500,NYG@CHI 09/20/2020 01:00PM ET,NYG,10.7
WR,Jamison Crowder (15355886),Jamison Crowder,15355886,WR/FLEX,5400,SF@NYJ 09/20/2020 01:00PM ET,NYJ,27.5
WR,Alshon Jeffery (15355888),Alshon Jeffery,15355888,WR/FLEX,5400,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
QB,Drew Lock (15355545),Drew Lock,15355545,QB,5400,DEN@PIT 09/20/2020 01:00PM ET,DEN,13.14
RB,Mark Ingram II (15355626),Mark Ingram II,15355626,RB/FLEX,5400,BAL@HOU 09/20/2020 04:25PM ET,BAL,2.9
WR,Allen Lazard (15355890),Allen Lazard,15355890,WR/FLEX,5300,DET@GB 09/20/2020 01:00PM ET,GB,18.2
TE,Evan Engram (15356186),Evan Engram,15356186,TE/FLEX,5300,NYG@CHI 09/20/2020 01:00PM ET,NYG,2.9
RB,Nyheim Hines (15355628),Nyheim Hines,15355628,RB/FLEX,5300,MIN@IND 09/20/2020 01:00PM ET,IND,27.3
QB,Tyrod Taylor (15355546),Tyrod Taylor,15355546,QB,5300,KC@LAC 09/20/2020 04:25PM ET,LAC,9.02
TE,T.J. Hockenson (15356188),T.J. Hockenson,15356188,TE/FLEX,5200,DET@GB 09/20/2020 01:00PM ET,DET,16.6
RB,Le'Veon Bell (15355632),Le'Veon Bell,15355632,RB/FLEX,5200,SF@NYJ 09/20/2020 01:00PM ET,NYJ,6.6
WR,Anthony Miller (15355894),Anthony Miller,15355894,WR/FLEX,5200,NYG@CHI 09/20/2020 01:00PM ET,CHI,17.6
RB,Ronald Jones II (15355636),Ronald Jones II,15355636,RB/FLEX,5200,CAR@TB 09/20/2020 01:00PM ET,TB,10.2
WR,Robby Anderson (15355892),Robby Anderson,15355892,WR/FLEX,5200,CAR@TB 09/20/2020 01:00PM ET,CAR,28.4
RB,Melvin Gordon III (15355634),Melvin Gordon III,15355634,RB/FLEX,5200,DEN@PIT 09/20/2020 01:00PM ET,DEN,16.6
QB,Ryan Fitzpatrick (15355547),Ryan Fitzpatrick,15355547,QB,5200,BUF@MIA 09/20/2020 01:00PM ET,MIA,8.44
QB,Tua Tagovailoa (15355548),Tua Tagovailoa,15355548,QB,5200,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
RB,Devin Singletary (15355630),Devin Singletary,15355630,RB/FLEX,5200,BUF@MIA 09/20/2020 01:00PM ET,BUF,10.3
QB,Sam Darnold (15355550),Sam Darnold,15355550,QB,5100,SF@NYJ 09/20/2020 01:00PM ET,NYJ,12.2
WR,DeSean Jackson (15355896),DeSean Jackson,15355896,WR/FLEX,5100,LAR@PHI 09/20/2020 01:00PM ET,PHI,6.6
RB,Phillip Lindsay (15355638),Phillip Lindsay,15355638,RB/FLEX,5100,DEN@PIT 09/20/2020 01:00PM ET,DEN,4.5
QB,Dwayne Haskins Jr. (15355549),Dwayne Haskins Jr.,15355549,QB,5100,WAS@ARI 09/20/2020 04:05PM ET,WAS,12.82
QB,Justin Herbert (15355551),Justin Herbert,15355551,QB,5100,KC@LAC 09/20/2020 04:25PM ET,LAC,0
TE,Hunter Henry (15356190),Hunter Henry,15356190,TE/FLEX,5100,KC@LAC 09/20/2020 04:25PM ET,LAC,12.3
RB,J.K. Dobbins (15355640),J.K. Dobbins,15355640,RB/FLEX,5100,BAL@HOU 09/20/2020 04:25PM ET,BAL,14.2
QB,Chase Daniel (15355554),Chase Daniel,15355554,QB,5000,DET@GB 09/20/2020 01:00PM ET,DET,0
WR,Deebo Samuel (15355898),Deebo Samuel,15355898,WR/FLEX,5000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
QB,Nick Foles (15355553),Nick Foles,15355553,QB,5000,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
WR,Darius Slayton (15355900),Darius Slayton,15355900,WR/FLEX,5000,NYG@CHI 09/20/2020 01:00PM ET,NYG,31.2
RB,Boston Scott (15355644),Boston Scott,15355644,RB/FLEX,5000,LAR@PHI 09/20/2020 01:00PM ET,PHI,7.4
TE,Dallas Goedert (15356192),Dallas Goedert,15356192,TE/FLEX,5000,LAR@PHI 09/20/2020 01:00PM ET,PHI,27.1
QB,Andy Dalton (15355552),Andy Dalton,15355552,QB,5000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
QB,Jacoby Brissett (15355555),Jacoby Brissett,15355555,QB,5000,MIN@IND 09/20/2020 01:00PM ET,IND,0
RB,Marlon Mack (15355642),Marlon Mack,15355642,RB/FLEX,5000,MIN@IND 09/20/2020 01:00PM ET,IND,8.6
RB,D'Andre Swift (15355646),D'Andre Swift,15355646,RB/FLEX,4900,DET@GB 09/20/2020 01:00PM ET,DET,11.3
WR,Kendrick Bourne (15355906),Kendrick Bourne,15355906,WR/FLEX,4900,SF@NYJ 09/20/2020 01:00PM ET,SF,5.4
WR,Golden Tate (15355904),Golden Tate,15355904,WR/FLEX,4900,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
QB,Jalen Hurts (15355559),Jalen Hurts,15355559,QB,4900,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
QB,Mason Rudolph (15355558),Mason Rudolph,15355558,QB,4900,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
WR,Jerry Jeudy (15355908),Jerry Jeudy,15355908,WR/FLEX,4900,DEN@PIT 09/20/2020 01:00PM ET,DEN,9.6
RB,Tony Pollard (15355648),Tony Pollard,15355648,RB/FLEX,4900,ATL@DAL 09/20/2020 01:00PM ET,DAL,5.2
QB,Alex Smith (15355556),Alex Smith,15355556,QB,4900,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
QB,Brett Hundley (15355557),Brett Hundley,15355557,QB,4900,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
WR,Brandin Cooks (15355902),Brandin Cooks,15355902,WR/FLEX,4900,BAL@HOU 09/20/2020 04:25PM ET,HOU,4
WR,Danny Amendola (15355914),Danny Amendola,15355914,WR/FLEX,4800,DET@GB 09/20/2020 01:00PM ET,DET,13.1
RB,Tarik Cohen (15355650),Tarik Cohen,15355650,RB/FLEX,4800,NYG@CHI 09/20/2020 01:00PM ET,CHI,6.7
QB,Blaine Gabbert (15355561),Blaine Gabbert,15355561,QB,4800,CAR@TB 09/20/2020 01:00PM ET,TB,0
RB,Leonard Fournette (15355654),Leonard Fournette,15355654,RB/FLEX,4800,CAR@TB 09/20/2020 01:00PM ET,TB,2.9
QB,Matt Schaub (15355560),Matt Schaub,15355560,QB,4800,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
WR,Russell Gage (15355912),Russell Gage,15355912,WR/FLEX,4800,ATL@DAL 09/20/2020 01:00PM ET,ATL,23.4
RB,Zack Moss (15355652),Zack Moss,15355652,RB/FLEX,4800,BUF@MIA 09/20/2020 01:00PM ET,BUF,11.7
WR,Preston Williams (15355916),Preston Williams,15355916,WR/FLEX,4800,BUF@MIA 09/20/2020 01:00PM ET,MIA,6.1
WR,Sammy Watkins (15355910),Sammy Watkins,15355910,WR/FLEX,4800,KC@LAC 09/20/2020 04:25PM ET,KC,21.5
RB,Adrian Peterson (15355658),Adrian Peterson,15355658,RB/FLEX,4700,DET@GB 09/20/2020 01:00PM ET,DET,14.4
TE,Tyler Higbee (15356194),Tyler Higbee,15356194,TE/FLEX,4700,LAR@PHI 09/20/2020 01:00PM ET,LAR,7
QB,Will Grier (15355563),Will Grier,15355563,QB,4700,CAR@TB 09/20/2020 01:00PM ET,CAR,0
WR,Curtis Samuel (15355922),Curtis Samuel,15355922,WR/FLEX,4700,CAR@TB 09/20/2020 01:00PM ET,CAR,9.3
WR,CeeDee Lamb (15355924),CeeDee Lamb,15355924,WR/FLEX,4700,ATL@DAL 09/20/2020 01:00PM ET,DAL,10.9
RB,Jordan Howard (15355656),Jordan Howard,15355656,RB/FLEX,4700,BUF@MIA 09/20/2020 01:00PM ET,MIA,6.7
WR,Cole Beasley (15355918),Cole Beasley,15355918,WR/FLEX,4700,BUF@MIA 09/20/2020 01:00PM ET,BUF,9.8
WR,Steven Sims Jr. (15355920),Steven Sims Jr.,15355920,WR/FLEX,4700,WAS@ARI 09/20/2020 04:05PM ET,WAS,8
RB,Joshua Kelley (15355660),Joshua Kelley,15355660,RB/FLEX,4700,KC@LAC 09/20/2020 04:25PM ET,LAC,12
QB,AJ McCarron (15355562),AJ McCarron,15355562,QB,4700,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
QB,Jordan Love (15355565),Jordan Love,15355565,QB,4600,DET@GB 09/20/2020 01:00PM ET,GB,0
WR,Marquez Valdes-Scantling (15355926),Marquez Valdes-Scantling,15355926,WR/FLEX,4600,DET@GB 09/20/2020 01:00PM ET,GB,19.6
RB,Darrell Henderson Jr. (15355664),Darrell Henderson Jr.,15355664,RB/FLEX,4600,LAR@PHI 09/20/2020 01:00PM ET,LAR,0.6
RB,Corey Clement (15355666),Corey Clement,15355666,RB/FLEX,4600,LAR@PHI 09/20/2020 01:00PM ET,PHI,4.1
TE,Hayden Hurst (15356196),Hayden Hurst,15356196,TE/FLEX,4600,ATL@DAL 09/20/2020 01:00PM ET,ATL,6.8
QB,Kyle Allen (15355564),Kyle Allen,15355564,QB,4600,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
RB,Chase Edmonds (15355662),Chase Edmonds,15355662,RB/FLEX,4600,WAS@ARI 09/20/2020 04:05PM ET,ARI,13.5
WR,Larry Fitzgerald (15355928),Larry Fitzgerald,15355928,WR/FLEX,4600,WAS@ARI 09/20/2020 04:05PM ET,ARI,7.4
QB,Joe Flacco (15355567),Joe Flacco,15355567,QB,4500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
RB,Frank Gore (15355676),Frank Gore,15355676,RB/FLEX,4500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,2.4
RB,Dion Lewis (15355674),Dion Lewis,15355674,RB/FLEX,4500,NYG@CHI 09/20/2020 01:00PM ET,NYG,0.1
RB,Cam Akers (15355668),Cam Akers,15355668,RB/FLEX,4500,LAR@PHI 09/20/2020 01:00PM ET,LAR,5.3
RB,Benny Snell Jr. (15355672),Benny Snell Jr.,15355672,RB/FLEX,4500,DEN@PIT 09/20/2020 01:00PM ET,PIT,14.3
WR,Diontae Johnson (15355932),Diontae Johnson,15355932,WR/FLEX,4500,DEN@PIT 09/20/2020 01:00PM ET,PIT,10.7
TE,Blake Jarwin (15356198),Blake Jarwin,15356198,TE/FLEX,4500,ATL@DAL 09/20/2020 01:00PM ET,DAL,2.2
WR,Parris Campbell (15355930),Parris Campbell,15355930,WR/FLEX,4500,MIN@IND 09/20/2020 01:00PM ET,IND,14
QB,Matt Barkley (15355566),Matt Barkley,15355566,QB,4500,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
RB,Matt Breida (15355670),Matt Breida,15355670,RB/FLEX,4500,BUF@MIA 09/20/2020 01:00PM ET,MIA,2.2
RB,Josh Adams (15355682),Josh Adams,15355682,RB/FLEX,4400,SF@NYJ 09/20/2020 01:00PM ET,NYJ,10.2
QB,Mike Glennon (15355568),Mike Glennon,15355568,QB,4400,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
RB,James Robinson (15355680),James Robinson,15355680,RB/FLEX,4400,JAX@TEN 09/20/2020 01:00PM ET,JAX,10
TE,Noah Fant (15356200),Noah Fant,15356200,TE/FLEX,4400,DEN@PIT 09/20/2020 01:00PM ET,DEN,19.1
WR,Justin Jefferson (15355934),Justin Jefferson,15355934,WR/FLEX,4400,MIN@IND 09/20/2020 01:00PM ET,MIN,4.6
RB,Peyton Barber (15355678),Peyton Barber,15355678,RB/FLEX,4400,WAS@ARI 09/20/2020 04:05PM ET,WAS,14.9
WR,Randall Cobb (15355936),Randall Cobb,15355936,WR/FLEX,4400,BAL@HOU 09/20/2020 04:25PM ET,HOU,4.3
WR,Brandon Aiyuk (15355944),Brandon Aiyuk,15355944,WR/FLEX,4300,SF@NYJ 09/20/2020 01:00PM ET,SF,0
WR,Keelan Cole (15355942),Keelan Cole,15355942,WR/FLEX,4300,JAX@TEN 09/20/2020 01:00PM ET,JAX,15.7
TE,Eric Ebron (15356202),Eric Ebron,15356202,TE/FLEX,4300,DEN@PIT 09/20/2020 01:00PM ET,PIT,2.8
